result	chain	group	code_path	run	handshake_ms
PASS	slhdsa_shake_256f	mlkem512	c	1	1789
PASS	slhdsa_shake_256f	mlkem512	c	2	1779
PASS	slhdsa_shake_256f	mlkem512	c	3	1817
PASS	slhdsa_shake_256f	mlkem512	c	4	1801
PASS	slhdsa_shake_256f	mlkem512	c	5	1827
PASS	slhdsa_shake_256f	mlkem512	c	6	1792
PASS	slhdsa_shake_256f	mlkem512	c	7	1801
PASS	slhdsa_shake_256f	mlkem512	c	8	1807
PASS	slhdsa_shake_256f	mlkem512	c	9	1866
PASS	slhdsa_shake_256f	mlkem512	c	10	1790
PASS	slhdsa_shake_256f	mlkem512	c	11	1825
PASS	slhdsa_shake_256f	mlkem512	c	12	1811
PASS	slhdsa_shake_256f	mlkem512	c	13	1810
PASS	slhdsa_shake_256f	mlkem512	c	14	1796
PASS	slhdsa_shake_256f	mlkem512	c	15	1804
PASS	slhdsa_shake_256f	mlkem512	c	16	1795
PASS	slhdsa_shake_256f	mlkem512	c	17	1829
PASS	slhdsa_shake_256f	mlkem512	c	18	1771
PASS	slhdsa_shake_256f	mlkem512	c	19	1818
PASS	slhdsa_shake_256f	mlkem512	c	20	1828
PASS	slhdsa_shake_256f	mlkem512	c	21	1822
PASS	slhdsa_shake_256f	mlkem512	c	22	1809
PASS	slhdsa_shake_256f	mlkem512	c	23	1814
PASS	slhdsa_shake_256f	mlkem512	c	24	1803
PASS	slhdsa_shake_256f	mlkem512	c	25	1788
PASS	slhdsa_shake_256f	mlkem512	c	26	1761
PASS	slhdsa_shake_256f	mlkem512	c	27	1847
PASS	slhdsa_shake_256f	mlkem512	c	28	1791
PASS	slhdsa_shake_256f	mlkem512	c	29	1833
PASS	slhdsa_shake_256f	mlkem512	c	30	1786
PASS	slhdsa_shake_256f	mlkem512	c	31	1801
PASS	slhdsa_shake_256f	mlkem512	c	32	1848
PASS	slhdsa_shake_256f	mlkem512	c	33	1854
PASS	slhdsa_shake_256f	mlkem512	c	34	1817
PASS	slhdsa_shake_256f	mlkem512	c	35	1844
PASS	slhdsa_shake_256f	mlkem512	c	36	1788
PASS	slhdsa_shake_256f	mlkem512	c	37	1810
PASS	slhdsa_shake_256f	mlkem512	c	38	1845
PASS	slhdsa_shake_256f	mlkem512	c	39	1808
PASS	slhdsa_shake_256f	mlkem512	c	40	1800
PASS	slhdsa_shake_256f	mlkem512	c	41	1834
PASS	slhdsa_shake_256f	mlkem512	c	42	1803
PASS	slhdsa_shake_256f	mlkem512	c	43	1847
PASS	slhdsa_shake_256f	mlkem512	c	44	1793
PASS	slhdsa_shake_256f	mlkem512	c	45	1760
PASS	slhdsa_shake_256f	mlkem512	c	46	1837
PASS	slhdsa_shake_256f	mlkem512	c	47	1789
PASS	slhdsa_shake_256f	mlkem512	c	48	1761
PASS	slhdsa_shake_256f	mlkem512	c	49	1840
PASS	slhdsa_shake_256f	mlkem512	c	50	1792
PASS	slhdsa_shake_256f	mlkem512	c	51	1822
PASS	slhdsa_shake_256f	mlkem512	c	52	1837
PASS	slhdsa_shake_256f	mlkem512	c	53	1847
PASS	slhdsa_shake_256f	mlkem512	c	54	1817
PASS	slhdsa_shake_256f	mlkem512	c	55	1780
PASS	slhdsa_shake_256f	mlkem512	c	56	1819
PASS	slhdsa_shake_256f	mlkem512	c	57	1833
PASS	slhdsa_shake_256f	mlkem512	c	58	1829
PASS	slhdsa_shake_256f	mlkem512	c	59	1774
PASS	slhdsa_shake_256f	mlkem512	c	60	1790
PASS	slhdsa_shake_256f	mlkem512	c	61	1783
PASS	slhdsa_shake_256f	mlkem512	c	62	1799
PASS	slhdsa_shake_256f	mlkem512	c	63	1801
PASS	slhdsa_shake_256f	mlkem512	c	64	1814
PASS	slhdsa_shake_256f	mlkem512	c	65	1828
PASS	slhdsa_shake_256f	mlkem512	c	66	1768
PASS	slhdsa_shake_256f	mlkem512	c	67	1792
PASS	slhdsa_shake_256f	mlkem512	c	68	1791
PASS	slhdsa_shake_256f	mlkem512	c	69	1794
PASS	slhdsa_shake_256f	mlkem512	c	70	1839
PASS	slhdsa_shake_256f	mlkem512	c	71	1840
PASS	slhdsa_shake_256f	mlkem512	c	72	1760
PASS	slhdsa_shake_256f	mlkem512	c	73	1791
PASS	slhdsa_shake_256f	mlkem512	c	74	1823
PASS	slhdsa_shake_256f	mlkem512	c	75	1833
PASS	slhdsa_shake_256f	mlkem512	c	76	1791
PASS	slhdsa_shake_256f	mlkem512	c	77	1812
PASS	slhdsa_shake_256f	mlkem512	c	78	1839
PASS	slhdsa_shake_256f	mlkem512	c	79	1791
PASS	slhdsa_shake_256f	mlkem512	c	80	1803
PASS	slhdsa_shake_256f	mlkem512	c	81	1781
PASS	slhdsa_shake_256f	mlkem512	c	82	1789
PASS	slhdsa_shake_256f	mlkem512	c	83	1823
PASS	slhdsa_shake_256f	mlkem512	c	84	1827
PASS	slhdsa_shake_256f	mlkem512	c	85	1807
PASS	slhdsa_shake_256f	mlkem512	c	86	1807
PASS	slhdsa_shake_256f	mlkem512	c	87	1837
PASS	slhdsa_shake_256f	mlkem512	c	88	1756
PASS	slhdsa_shake_256f	mlkem512	c	89	1807
PASS	slhdsa_shake_256f	mlkem512	c	90	1825
PASS	slhdsa_shake_256f	mlkem512	c	91	1775
PASS	slhdsa_shake_256f	mlkem512	c	92	1805
PASS	slhdsa_shake_256f	mlkem512	c	93	1841
PASS	slhdsa_shake_256f	mlkem512	c	94	1777
PASS	slhdsa_shake_256f	mlkem512	c	95	1819
PASS	slhdsa_shake_256f	mlkem512	c	96	1799
PASS	slhdsa_shake_256f	mlkem512	c	97	1782
PASS	slhdsa_shake_256f	mlkem512	c	98	1914
PASS	slhdsa_shake_256f	mlkem512	c	99	1773
PASS	slhdsa_shake_256f	mlkem512	c	100	1804
PASS	slhdsa_shake_256f	mlkem768	c	1	1793
PASS	slhdsa_shake_256f	mlkem768	c	2	1792
PASS	slhdsa_shake_256f	mlkem768	c	3	1830
PASS	slhdsa_shake_256f	mlkem768	c	4	1832
PASS	slhdsa_shake_256f	mlkem768	c	5	1811
PASS	slhdsa_shake_256f	mlkem768	c	6	1813
PASS	slhdsa_shake_256f	mlkem768	c	7	1806
PASS	slhdsa_shake_256f	mlkem768	c	8	1788
PASS	slhdsa_shake_256f	mlkem768	c	9	1783
PASS	slhdsa_shake_256f	mlkem768	c	10	1848
PASS	slhdsa_shake_256f	mlkem768	c	11	1807
PASS	slhdsa_shake_256f	mlkem768	c	12	1771
PASS	slhdsa_shake_256f	mlkem768	c	13	1834
PASS	slhdsa_shake_256f	mlkem768	c	14	1796
PASS	slhdsa_shake_256f	mlkem768	c	15	1774
PASS	slhdsa_shake_256f	mlkem768	c	16	1838
PASS	slhdsa_shake_256f	mlkem768	c	17	1839
PASS	slhdsa_shake_256f	mlkem768	c	18	1784
PASS	slhdsa_shake_256f	mlkem768	c	19	1769
PASS	slhdsa_shake_256f	mlkem768	c	20	1841
PASS	slhdsa_shake_256f	mlkem768	c	21	1793
PASS	slhdsa_shake_256f	mlkem768	c	22	1845
PASS	slhdsa_shake_256f	mlkem768	c	23	1833
PASS	slhdsa_shake_256f	mlkem768	c	24	1794
PASS	slhdsa_shake_256f	mlkem768	c	25	1792
PASS	slhdsa_shake_256f	mlkem768	c	26	1821
PASS	slhdsa_shake_256f	mlkem768	c	27	1837
PASS	slhdsa_shake_256f	mlkem768	c	28	1843
PASS	slhdsa_shake_256f	mlkem768	c	29	1781
PASS	slhdsa_shake_256f	mlkem768	c	30	1786
PASS	slhdsa_shake_256f	mlkem768	c	31	1786
PASS	slhdsa_shake_256f	mlkem768	c	32	1810
PASS	slhdsa_shake_256f	mlkem768	c	33	1838
PASS	slhdsa_shake_256f	mlkem768	c	34	1825
PASS	slhdsa_shake_256f	mlkem768	c	35	1826
PASS	slhdsa_shake_256f	mlkem768	c	36	1796
PASS	slhdsa_shake_256f	mlkem768	c	37	1769
PASS	slhdsa_shake_256f	mlkem768	c	38	1803
PASS	slhdsa_shake_256f	mlkem768	c	39	1838
PASS	slhdsa_shake_256f	mlkem768	c	40	1772
PASS	slhdsa_shake_256f	mlkem768	c	41	1820
PASS	slhdsa_shake_256f	mlkem768	c	42	1815
PASS	slhdsa_shake_256f	mlkem768	c	43	1792
PASS	slhdsa_shake_256f	mlkem768	c	44	1807
PASS	slhdsa_shake_256f	mlkem768	c	45	1809
PASS	slhdsa_shake_256f	mlkem768	c	46	1806
PASS	slhdsa_shake_256f	mlkem768	c	47	1796
PASS	slhdsa_shake_256f	mlkem768	c	48	1800
PASS	slhdsa_shake_256f	mlkem768	c	49	1784
PASS	slhdsa_shake_256f	mlkem768	c	50	1818
PASS	slhdsa_shake_256f	mlkem768	c	51	1771
PASS	slhdsa_shake_256f	mlkem768	c	52	1848
PASS	slhdsa_shake_256f	mlkem768	c	53	1781
PASS	slhdsa_shake_256f	mlkem768	c	54	1824
PASS	slhdsa_shake_256f	mlkem768	c	55	1793
PASS	slhdsa_shake_256f	mlkem768	c	56	1800
PASS	slhdsa_shake_256f	mlkem768	c	57	1779
PASS	slhdsa_shake_256f	mlkem768	c	58	1844
PASS	slhdsa_shake_256f	mlkem768	c	59	1785
PASS	slhdsa_shake_256f	mlkem768	c	60	1823
PASS	slhdsa_shake_256f	mlkem768	c	61	1790
PASS	slhdsa_shake_256f	mlkem768	c	62	1837
PASS	slhdsa_shake_256f	mlkem768	c	63	1853
PASS	slhdsa_shake_256f	mlkem768	c	64	1838
PASS	slhdsa_shake_256f	mlkem768	c	65	1795
PASS	slhdsa_shake_256f	mlkem768	c	66	1783
PASS	slhdsa_shake_256f	mlkem768	c	67	1829
PASS	slhdsa_shake_256f	mlkem768	c	68	1828
PASS	slhdsa_shake_256f	mlkem768	c	69	1786
PASS	slhdsa_shake_256f	mlkem768	c	70	1837
