chain	group	code_path	repeat	passes	fails	avg_ms	median_ms	min_ms	max_ms
mldsa65	mlkem512	c	100	100	0	1199.3	1199.0	1170	1230
mldsa65	mlkem768	c	100	100	0	1201.4	1200.5	1167	1389
mldsa65	mlkem1024	c	100	100	0	1200.5	1201.0	1168	1239
mldsa65	ntruplus768	c	100	100	0	1199.7	1200.0	1169	1235
mldsa65	ntruplus864	c	100	100	0	1215.2	1198.0	1166	2795
mldsa65	ntruplus1152	c	100	100	0	1202.6	1200.0	1166	1243
