group	repeat	passes	fails	average_ms	median_ms	stddev_ms	min_ms	max_ms
mlkem512	100	100	0	1497.7	1496.0	21.8	1456	1543
mlkem768	100	100	0	1499.5	1498.5	20.3	1459	1543
mlkem1024	100	100	0	1500.3	1500.0	21.6	1457	1540
ntruplus768	100	100	0	1502.6	1504.0	20.4	1461	1543
ntruplus864	100	100	0	1498.9	1498.0	20.5	1459	1538
ntruplus1152	100	100	0	1501.7	1501.0	20.1	1458	1548
